# source: https://assets.lulu.com/media/specs/lulu-print-api-spec-sheet.xlsx
# fetched: 2026-09-03
# products: 3277
legacy_sku,sku,book_type,min_page,max_page,trim_width_in,trim_height_in,trim_width_mm,trim_height_mm,bleed_width_in,bleed_height_in,bleed_width_mm,bleed_height_mm,interior_color,print_quality,bind,interior_number,paper_type,interior_ppi,lamination,linen_color,foil_color
0850X1100BWPRELW060UW444MGG,0850X1100.BW.PRE.LW.060UW444.MGG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Gray,Gold
0850X1100BWPRELW060UW444MGW,0850X1100.BW.PRE.LW.060UW444.MGW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Gray,White
0850X1100BWPRELW060UW444MNB,0850X1100.BW.PRE.LW.060UW444.MNB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Navy,Black
0850X1100BWPRELW060UW444MNG,0850X1100.BW.PRE.LW.060UW444.MNG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Navy,Gold
0850X1100BWPRELW060UW444MNW,0850X1100.BW.PRE.LW.060UW444.MNW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Navy,White
0850X1100BWPRELW060UW444MRB,0850X1100.BW.PRE.LW.060UW444.MRB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Red,Black
0850X1100BWPRELW060UW444MRG,0850X1100.BW.PRE.LW.060UW444.MRG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Red,Gold
0850X1100BWPRELW060UW444MRW,0850X1100.BW.PRE.LW.060UW444.MRW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Red,White
0850X1100BWPRELW060UW444MTB,0850X1100.BW.PRE.LW.060UW444.MTB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Tan,Black
0850X1100BWPRELW060UW444MTG,0850X1100.BW.PRE.LW.060UW444.MTG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Tan,Gold
0850X1100BWPRELW060UW444MTW,0850X1100.BW.PRE.LW.060UW444.MTW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,60.0,60# Uncoated White,444.0,Matte,Tan,White
0850X1100BWPRELW080CW444GBB,0850X1100.BW.PRE.LW.080CW444.GBB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Black,Black
0850X1100BWPRELW080CW444GBG,0850X1100.BW.PRE.LW.080CW444.GBG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Black,Gold
0850X1100BWPRELW080CW444GBW,0850X1100.BW.PRE.LW.080CW444.GBW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Black,White
0850X1100BWPRELW080CW444GFB,0850X1100.BW.PRE.LW.080CW444.GFB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Forest,Black
0850X1100BWPRELW080CW444GFG,0850X1100.BW.PRE.LW.080CW444.GFG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Forest,Gold
0850X1100BWPRELW080CW444GFW,0850X1100.BW.PRE.LW.080CW444.GFW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Forest,White
0850X1100BWPRELW080CW444GGB,0850X1100.BW.PRE.LW.080CW444.GGB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Gray,Black
0850X1100BWPRELW080CW444GGG,0850X1100.BW.PRE.LW.080CW444.GGG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Gray,Gold
0850X1100BWPRELW080CW444GGW,0850X1100.BW.PRE.LW.080CW444.GGW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Gray,White
0850X1100BWPRELW080CW444GNB,0850X1100.BW.PRE.LW.080CW444.GNB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Navy,Black
0850X1100BWPRELW080CW444GNG,0850X1100.BW.PRE.LW.080CW444.GNG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Navy,Gold
0850X1100BWPRELW080CW444GNW,0850X1100.BW.PRE.LW.080CW444.GNW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Navy,White
0850X1100BWPRELW080CW444GRB,0850X1100.BW.PRE.LW.080CW444.GRB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Red,Black
0850X1100BWPRELW080CW444GRG,0850X1100.BW.PRE.LW.080CW444.GRG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Red,Gold
0850X1100BWPRELW080CW444GRW,0850X1100.BW.PRE.LW.080CW444.GRW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Red,White
0850X1100BWPRELW080CW444GTB,0850X1100.BW.PRE.LW.080CW444.GTB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Tan,Black
0850X1100BWPRELW080CW444GTG,0850X1100.BW.PRE.LW.080CW444.GTG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Tan,Gold
0850X1100BWPRELW080CW444GTW,0850X1100.BW.PRE.LW.080CW444.GTW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Gloss,Tan,White
0850X1100BWPRELW080CW444MBB,0850X1100.BW.PRE.LW.080CW444.MBB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Black,Black
0850X1100BWPRELW080CW444MBG,0850X1100.BW.PRE.LW.080CW444.MBG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Black,Gold
0850X1100BWPRELW080CW444MBW,0850X1100.BW.PRE.LW.080CW444.MBW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Black,White
0850X1100BWPRELW080CW444MFB,0850X1100.BW.PRE.LW.080CW444.MFB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Forest,Black
0850X1100BWPRELW080CW444MFG,0850X1100.BW.PRE.LW.080CW444.MFG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Forest,Gold
0850X1100BWPRELW080CW444MFW,0850X1100.BW.PRE.LW.080CW444.MFW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Forest,White
0850X1100BWPRELW080CW444MGB,0850X1100.BW.PRE.LW.080CW444.MGB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Gray,Black
0850X1100BWPRELW080CW444MGG,0850X1100.BW.PRE.LW.080CW444.MGG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Gray,Gold
0850X1100BWPRELW080CW444MGW,0850X1100.BW.PRE.LW.080CW444.MGW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Gray,White
0850X1100BWPRELW080CW444MNB,0850X1100.BW.PRE.LW.080CW444.MNB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Navy,Black
0850X1100BWPRELW080CW444MNG,0850X1100.BW.PRE.LW.080CW444.MNG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Navy,Gold
0850X1100BWPRELW080CW444MNW,0850X1100.BW.PRE.LW.080CW444.MNW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Navy,White
0850X1100BWPRELW080CW444MRB,0850X1100.BW.PRE.LW.080CW444.MRB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Red,Black
0850X1100BWPRELW080CW444MRG,0850X1100.BW.PRE.LW.080CW444.MRG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Red,Gold
0850X1100BWPRELW080CW444MRW,0850X1100.BW.PRE.LW.080CW444.MRW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Red,White
0850X1100BWPRELW080CW444MTB,0850X1100.BW.PRE.LW.080CW444.MTB,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Tan,Black
0850X1100BWPRELW080CW444MTG,0850X1100.BW.PRE.LW.080CW444.MTG,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Tan,Gold
0850X1100BWPRELW080CW444MTW,0850X1100.BW.PRE.LW.080CW444.MTW,US Letter,24.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Linen Wrap,80.0,80# Coated White,444.0,Matte,Tan,White
0850X1100BWPREPB060UC444GXX,0850X1100.BW.PRE.PB.060UC444.GXX,US Letter,32.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Perfect,60.0,60# Uncoated Cream,444.0,Gloss,X,X
0850X1100BWPREPB060UC444MXX,0850X1100.BW.PRE.PB.060UC444.MXX,US Letter,32.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Perfect,60.0,60# Uncoated Cream,444.0,Matte,X,X
0850X1100BWPREPB060UW444GXX,0850X1100.BW.PRE.PB.060UW444.GXX,US Letter,32.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Perfect,60.0,60# Uncoated White,444.0,Gloss,X,X
0850X1100BWPREPB060UW444MXX,0850X1100.BW.PRE.PB.060UW444.MXX,US Letter,32.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Perfect,60.0,60# Uncoated White,444.0,Matte,X,X
0850X1100BWPREPB080CW444GXX,0850X1100.BW.PRE.PB.080CW444.GXX,US Letter,32.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Perfect,80.0,80# Coated White,444.0,Gloss,X,X
0850X1100BWPREPB080CW444MXX,0850X1100.BW.PRE.PB.080CW444.MXX,US Letter,32.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Perfect,80.0,80# Coated White,444.0,Matte,X,X
0850X1100BWPRESS060UC444GXX,0850X1100.BW.PRE.SS.060UC444.GXX,US Letter,4.0,48.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Saddle Stitch,60.0,60# Uncoated Cream,444.0,Gloss,X,X
0850X1100BWPRESS060UC444MXX,0850X1100.BW.PRE.SS.060UC444.MXX,US Letter,4.0,48.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Saddle Stitch,60.0,60# Uncoated Cream,444.0,Matte,X,X
0850X1100BWPRESS060UW444GXX,0850X1100.BW.PRE.SS.060UW444.GXX,US Letter,4.0,48.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Saddle Stitch,60.0,60# Uncoated White,444.0,Gloss,X,X
0850X1100BWPRESS060UW444MXX,0850X1100.BW.PRE.SS.060UW444.MXX,US Letter,4.0,48.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Saddle Stitch,60.0,60# Uncoated White,444.0,Matte,X,X
0850X1100BWPRESS080CW444GXX,0850X1100.BW.PRE.SS.080CW444.GXX,US Letter,4.0,48.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Saddle Stitch,80.0,80# Coated White,444.0,Gloss,X,X
0850X1100BWPRESS080CW444MXX,0850X1100.BW.PRE.SS.080CW444.MXX,US Letter,4.0,48.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Saddle Stitch,80.0,80# Coated White,444.0,Matte,X,X
0850X1100BWPREPB070CW460GIX,0850X1100.BW.PRE.PB.070CW460.GIX,US Letter-Magazine,32.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Perfect,70.0,,460.0,Gloss,X,X
0850X1100BWPREPB070CW460MIX,0850X1100.BW.PRE.PB.070CW460.MIX,US Letter-Magazine,32.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Perfect,70.0,,460.0,Matte,X,X
0850X1100BWPRESS070CW460GIX,0850X1100.BW.PRE.SS.070CW460.GIX,US Letter-Magazine,4.0,48.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Saddle Stitch,70.0,,460.0,Gloss,X,X
0850X1100BWPRESS070CW460MIX,0850X1100.BW.PRE.SS.070CW460.MIX,US Letter-Magazine,4.0,48.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Black & White,Premium,Saddle Stitch,70.0,,460.0,Matte,X,X
0850X1100FCPREPB070CW460GIX,0850X1100.FC.PRE.PB.070CW460.GIX,US Letter-Magazine,32.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Full Color,Premium,Perfect,70.0,,460.0,Gloss,X,X
0850X1100FCPREPB070CW460MIX,0850X1100.FC.PRE.PB.070CW460.MIX,US Letter-Magazine,32.0,800.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Full Color,Premium,Perfect,70.0,,460.0,Matte,X,X
0850X1100FCPRESS070CW460GIX,0850X1100.FC.PRE.SS.070CW460.GIX,US Letter-Magazine,4.0,48.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Full Color,Premium,Saddle Stitch,70.0,,460.0,Gloss,X,X
0850X1100FCPRESS070CW460MIX,0850X1100.FC.PRE.SS.070CW460.MIX,US Letter-Magazine,4.0,48.0,8.5,11.0,216.0,279.0,8.75,11.25,222.35,285.35,Full Color,Premium,Saddle Stitch,70.0,,460.0,Matte,X,X
0900X0700BWPRECO060UC444GXX,0900X0700.BW.PRE.CO.060UC444.GXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Coil,60.0,60# Uncoated Cream,444.0,Gloss,X,X
0900X0700BWPRECO060UC444MXX,0900X0700.BW.PRE.CO.060UC444.MXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Coil,60.0,60# Uncoated Cream,444.0,Matte,X,X
0900X0700BWPRECO060UW444GXX,0900X0700.BW.PRE.CO.060UW444.GXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Coil,60.0,60# Uncoated White,444.0,Gloss,X,X
0900X0700BWPRECO060UW444MXX,0900X0700.BW.PRE.CO.060UW444.MXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Coil,60.0,60# Uncoated White,444.0,Matte,X,X
0900X0700BWPRECO080CW444GXX,0900X0700.BW.PRE.CO.080CW444.GXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Coil,80.0,80# Coated White,444.0,Gloss,X,X
0900X0700BWPRECO080CW444MXX,0900X0700.BW.PRE.CO.080CW444.MXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Coil,80.0,80# Coated White,444.0,Matte,X,X
0900X0700BWPRECW060UC444GXX,0900X0700.BW.PRE.CW.060UC444.GXX,Landscape,24.0,800.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Case Wrap,60.0,60# Uncoated Cream,444.0,Gloss,X,X
0900X0700BWPRECW060UC444MXX,0900X0700.BW.PRE.CW.060UC444.MXX,Landscape,24.0,800.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Case Wrap,60.0,60# Uncoated Cream,444.0,Matte,X,X
0900X0700BWPRECW060UW444GXX,0900X0700.BW.PRE.CW.060UW444.GXX,Landscape,24.0,800.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Case Wrap,60.0,60# Uncoated White,444.0,Gloss,X,X
0900X0700BWPRECW060UW444MXX,0900X0700.BW.PRE.CW.060UW444.MXX,Landscape,24.0,800.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Case Wrap,60.0,60# Uncoated White,444.0,Matte,X,X
0900X0700BWPRECW080CW444GXX,0900X0700.BW.PRE.CW.080CW444.GXX,Landscape,24.0,800.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Case Wrap,80.0,80# Coated White,444.0,Gloss,X,X
0900X0700BWPRECW080CW444MXX,0900X0700.BW.PRE.CW.080CW444.MXX,Landscape,24.0,800.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Case Wrap,80.0,80# Coated White,444.0,Matte,X,X
0900X0700BWPREPB060UC444GXX,0900X0700.BW.PRE.PB.060UC444.GXX,Landscape,32.0,250.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Perfect,60.0,60# Uncoated Cream,444.0,Gloss,X,X
0900X0700BWPREPB060UC444MXX,0900X0700.BW.PRE.PB.060UC444.MXX,Landscape,32.0,250.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Perfect,60.0,60# Uncoated Cream,444.0,Matte,X,X
0900X0700BWPREPB060UW444GXX,0900X0700.BW.PRE.PB.060UW444.GXX,Landscape,32.0,250.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Perfect,60.0,60# Uncoated White,444.0,Gloss,X,X
0900X0700BWPREPB060UW444MXX,0900X0700.BW.PRE.PB.060UW444.MXX,Landscape,32.0,250.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Perfect,60.0,60# Uncoated White,444.0,Matte,X,X
0900X0700BWPREPB080CW444GXX,0900X0700.BW.PRE.PB.080CW444.GXX,Landscape,32.0,250.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Perfect,80.0,80# Coated White,444.0,Gloss,X,X
0900X0700BWPREPB080CW444MXX,0900X0700.BW.PRE.PB.080CW444.MXX,Landscape,32.0,250.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Premium,Perfect,80.0,80# Coated White,444.0,Matte,X,X
0900X0700BWSTDCO060UC444GXX,0900X0700.BW.STD.CO.060UC444.GXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Coil,60.0,60# Uncoated Cream,444.0,Gloss,X,X
0900X0700BWSTDCO060UC444MXX,0900X0700.BW.STD.CO.060UC444.MXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Coil,60.0,60# Uncoated Cream,444.0,Matte,X,X
0900X0700BWSTDCO060UW444GXX,0900X0700.BW.STD.CO.060UW444.GXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Coil,60.0,60# Uncoated White,444.0,Gloss,X,X
0900X0700BWSTDCO060UW444MXX,0900X0700.BW.STD.CO.060UW444.MXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Coil,60.0,60# Uncoated White,444.0,Matte,X,X
0900X0700BWSTDCO080CW444GXX,0900X0700.BW.STD.CO.080CW444.GXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Coil,80.0,80# Coated White,444.0,Gloss,X,X
0900X0700BWSTDCO080CW444MXX,0900X0700.BW.STD.CO.080CW444.MXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Coil,80.0,80# Coated White,444.0,Matte,X,X
0900X0700BWSTDCW060UC444GXX,0900X0700.BW.STD.CW.060UC444.GXX,Landscape,24.0,800.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Case Wrap,60.0,60# Uncoated Cream,444.0,Gloss,X,X
0900X0700BWSTDCW060UC444MXX,0900X0700.BW.STD.CW.060UC444.MXX,Landscape,24.0,800.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Case Wrap,60.0,60# Uncoated Cream,444.0,Matte,X,X
0900X0700BWSTDCW060UW444GXX,0900X0700.BW.STD.CW.060UW444.GXX,Landscape,24.0,800.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Case Wrap,60.0,60# Uncoated White,444.0,Gloss,X,X
0900X0700BWSTDCW060UW444MXX,0900X0700.BW.STD.CW.060UW444.MXX,Landscape,24.0,800.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Case Wrap,60.0,60# Uncoated White,444.0,Matte,X,X
0900X0700BWSTDCW080CW444GXX,0900X0700.BW.STD.CW.080CW444.GXX,Landscape,24.0,800.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Case Wrap,80.0,80# Coated White,444.0,Gloss,X,X
0900X0700BWSTDCW080CW444MXX,0900X0700.BW.STD.CW.080CW444.MXX,Landscape,24.0,800.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Case Wrap,80.0,80# Coated White,444.0,Matte,X,X
0900X0700BWSTDPB060UC444GXX,0900X0700.BW.STD.PB.060UC444.GXX,Landscape,32.0,250.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Perfect,60.0,60# Uncoated Cream,444.0,Gloss,X,X
0900X0700BWSTDPB060UC444MXX,0900X0700.BW.STD.PB.060UC444.MXX,Landscape,32.0,250.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Perfect,60.0,60# Uncoated Cream,444.0,Matte,X,X
0900X0700BWSTDPB060UW444GXX,0900X0700.BW.STD.PB.060UW444.GXX,Landscape,32.0,250.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Perfect,60.0,60# Uncoated White,444.0,Gloss,X,X
0900X0700BWSTDPB060UW444MXX,0900X0700.BW.STD.PB.060UW444.MXX,Landscape,32.0,250.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Perfect,60.0,60# Uncoated White,444.0,Matte,X,X
0900X0700BWSTDPB080CW444GXX,0900X0700.BW.STD.PB.080CW444.GXX,Landscape,32.0,250.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Perfect,80.0,80# Coated White,444.0,Gloss,X,X
0900X0700BWSTDPB080CW444MXX,0900X0700.BW.STD.PB.080CW444.MXX,Landscape,32.0,250.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Black & White,Standard,Perfect,80.0,80# Coated White,444.0,Matte,X,X
0900X0700FCPRECO060UW444GXX,0900X0700.FC.PRE.CO.060UW444.GXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Full Color,Premium,Coil,60.0,60# Uncoated White,444.0,Gloss,X,X
0900X0700FCPRECO060UW444MXX,0900X0700.FC.PRE.CO.060UW444.MXX,Landscape,2.0,470.0,9.0,7.0,229.0,178.0,9.25,7.25,235.35,184.35,Full Color,Premium,Coil,60.0,60# Uncoated White,444.0,Matte,X,X
